UniversityName,DegreeType,DualCombined,ValidatedDegreeName,Degree,Program,Concentration,Searchtag1,Searchtag2,Searchtag3,SOPHAS,Term,LinkToDepartment,LinkDescription,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,40,MPH/MPA,Global Health,Global Health/Public Administration,25,,,No,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,40,MPH/MPA,Health Services,Health Services/Public Administration,27,26,17,No,5,http://depts.washington.edu/hserv/mph-concurrent/,http://depts.washington.edu/hserv/mph-concurrent/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,40,MPH/MPA,Health Services Extended Degree Program,Health Services/Public Administration,16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,43,MPH/MSD,Health Services,Health Services/Dentistry,28,4,40,No,5,http://depts.washington.edu/hserv/mph-concurrent/,http://depts.washington.edu/hserv/mph-concurrent/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,45,MPH/MSW,Global Health,Global Health/Social Work,25,,,No,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,45,MPH/MSW,Health Services,Health Services/Social Work,28,18,7,No,5,http://depts.washington.edu/hserv/mph-concurrent/,http://depts.washington.edu/hserv/mph-concurrent/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,49,MPH/PHD,Epidemiology ,Epidemiology/Anthropology,11,9,25,No,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,49,MPH/PHD,Global Health,Global Health/Anthropology,25,,,No,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Biostatistics,,3,,,Yes,5,http://www.biostat.washington.edu,http://www.biostat.washington.edu,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Environmental and Occupational Health Sciences,Environmental Health,10,7,25,Yes,5,http://depts.washington.edu/envhlth/acad_programs/eh/degree/MS-EH.php,http://depts.washington.edu/envhlth/acad_programs/eh/degree/MS-EH.php,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Environmental and Occupational Health Sciences,Occupational & Environmental Exposure Sciences,10,34,44,Yes,5,http://depts.washington.edu/envhlth/acad_programs/es/degree/MS-ES.php,http://depts.washington.edu/envhlth/acad_programs/es/degree/MS-ES.php,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Environmental and Occupational Health Sciences,Toxicology,10,44,25,Yes,5,http://depts.washington.edu/envhlth/acad_programs/toxicology/degree/MS-TOX.php,http://depts.washington.edu/envhlth/acad_programs/toxicology/degree/MS-TOX.php,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Epidemiology,General Track,11,38,4,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Epidemiology,Clinical Research,11,4,38,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Epidemiology,U.S. postdocs: all MS tracks,11,38,4,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Nutritional Sciences,,33,,,Yes,5,http://depts.washington.edu/nutr/,http://depts.washington.edu/nutr/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Genetic Epidemiology,,15,19,,Yes,5,http://depts.washington.edu/phgen,http://depts.washington.edu/phgen,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,54,MS,Health Services,,21,38,4,No,5,http://depts.washington.edu/hserv/ms,http://depts.washington.edu/hserv/ms,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,56,MS/MPA,Epidemiology,Epidemiology/Public Administration ,11,38,21,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,58,MS/PHD,Epidemiology ,Epidemiology/Molecular & Cellular Biology ,11,2,23,No,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Biostatistics,Statistical Genetics option,3,,,Yes,5,,,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Environmental and Occupational Health Sciences,Toxicology,10,44,25,Yes,5,http://depts.washington.edu/envhlth/acad_programs/toxicology/degree/PhD-TOX.php,http://depts.washington.edu/envhlth/acad_programs/toxicology/degree/PhD-TOX.php,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Environmental and Occupational Health Sciences,Environmental & Occupational Hygiene,10,34,44,Yes,5,http://depts.washington.edu/envhlth/acad_programs/es/degree/PhD-ES.php,http://depts.washington.edu/envhlth/acad_programs/es/degree/PhD-ES.php,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Epidemiology,General Track,11,38,4,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Nutritional Sciences,,33,,,Yes,5,http://depts.washington.edu/nutr/,http://depts.washington.edu/nutr/,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Public Health Genetics,,15,19,,Yes,5,http://depts.washington.edu/phgen,http://depts.washington.edu/phgen,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Pathobiology,,2,,,Yes,5,http://depts.washington.edu/deptgh/programs/phd/index.html,http://depts.washington.edu/deptgh/programs/phd/index.html,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,,68,PHD,Health Services,,21,38,4,Yes,5,http://depts.washington.edu/hservphd/,http://depts.washington.edu/hservphd/,,,,,,
University of Washington School of Public Health and Community Medicine,Doctoral,yes,70,PHD/MD,Epidemiology,Current UW MD students,11,38,4,No,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
Yale School of Public Health,Masters,,20,MPH,Biostatistics,,3,4,15,Yes,5,http://publichealth.yale.edu/bis/index.html,http://publichealth.yale.edu/bis/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Biostatistics,Global Health,25,3,4,Yes,5,http://publichealth.yale.edu/bis/index.html,http://publichealth.yale.edu/bis/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Chronic Disease Epidemiology,,11,1,15,Yes,5,http://publichealth.yale.edu/cde/index.html,http://publichealth.yale.edu/cde/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Chronic Disease Epidemiology,Global Health,25,11,1,Yes,5,http://publichealth.yale.edu/cde/index.html,http://publichealth.yale.edu/cde/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Environmental Health Sciences,,10,15,4,Yes,5,http://publichealth.yale.edu/ehs/index.html,http://publichealth.yale.edu/ehs/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Environmental Health Sciences,Global Health,25,10,15,Yes,5,http://publichealth.yale.edu/ehs/index.html,http://publichealth.yale.edu/ehs/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Epidemiology of Microbial Diseases,,23,36,22,Yes,5,http://publichealth.yale.edu/emd/index.html,http://publichealth.yale.edu/emd/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Epidemiology of Microbial Diseases,Global Health,25,23,36,Yes,5,http://publichealth.yale.edu/emd/index.html,http://publichealth.yale.edu/emd/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Health Management,,16,17,26,Yes,5,http://publichealth.yale.edu/hmp/index.html,http://publichealth.yale.edu/hmp/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Health Management,Global Health,25,16,17,Yes,5,http://publichealth.yale.edu/hmp/index.html,http://publichealth.yale.edu/hmp/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Health Policy,,27,17,16,Yes,5,http://publichealth.yale.edu/hpa/index.html,http://publichealth.yale.edu/hpa/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Health Policy,Global Health,25,27,17,Yes,5,http://publichealth.yale.edu/hpa/index.html,http://publichealth.yale.edu/hpa/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Social & Behavioral Sciences,,7,18,30,Yes,5,http://publichealth.yale.edu/sbs/index.html,http://publichealth.yale.edu/sbs/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Social & Behavioral Sciences,Global Health,25,7,18,Yes,5,http://publichealth.yale.edu/sbs/index.html,http://publichealth.yale.edu/sbs/index.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Advanced Professional MPH Program,Applied Biostatistics and Epidemiology,3,11,4,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Advanced Professional MPH Program,Global Health,25,7,17,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Advanced Professional MPH Program,Health Policy and Administration,17,16,27,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Advanced Professional MPH Program,Social & Behavioral Sciences,18,7,1,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Advanced Professional MPH Program,Occupational & Environmental Medicine,34,8,4,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,,20,MPH,Advanced Professional MPH Program,Preventive Medicine,7,8,4,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,yes,21,MPH/BA-BS,Joint Yale College Program,,14,,,No,5,http://publichealth.yale.edu/,http://info.med.yale.edu/eph/admissions/babs_mph.html,,,,,,
Yale School of Public Health,Masters,yes,26,MPH/JD,Joint Law Program,,19,17,16,Yes,5,http://publichealth.yale.edu/,http://www.law.yale.edu/,,,,,,
Yale School of Public Health,Masters,yes,26,MPH/JD,Joint Law Program,Global Health,25,19,17,Yes,5,http://publichealth.yale.edu/,http://www.law.yale.edu/,,,,,,
Yale School of Public Health,Masters,yes,28,MPH/MA,Joint International Development Economics Program,,25,17,16,Yes,5,http://publichealth.yale.edu/,http://www.yale.edu/graduateschool/admissions/,,,,,,
Yale School of Public Health,Masters,yes,28,MPH/MA,Joint International Development Economics Program,Global Health,25,17,16,Yes,5,http://publichealth.yale.edu/,http://www.yale.edu/graduateschool/admissions/,,,,,,
Yale School of Public Health,Masters,yes,28,MPH/MA,Joint International Relations Program,,25,26,27,Yes,5,http://publichealth.yale.edu/,http://www.yale.edu/graduateschool/admissions/,,,,,,
Yale School of Public Health,Masters,yes,28,MPH/MA,Joint International Relations Program,Global Health,25,26,27,Yes,5,http://publichealth.yale.edu/,http://www.yale.edu/graduateschool/admissions/,,,,,,
Yale School of Public Health,Masters,yes,30,MPH/MBA,Joint Management Program,,27,17,26,Yes,5,http://publichealth.yale.edu/,http://mba.yale.edu/index.shtml,,,,,,
Yale School of Public Health,Masters,yes,30,MPH/MBA,Joint Management Program,Global Health,25,27,17,Yes,5,http://publichealth.yale.edu/,http://mba.yale.edu/index.shtml,,,,,,
Yale School of Public Health,Masters,yes,32,MPH/MD,Advanced Professional MPH Program,,8,4,3,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,yes,32,MPH/MD,Advanced Professional MPH Program,Global Health,25,8,4,Yes,5,http://publichealth.yale.edu/oyp/advprof.html,http://publichealth.yale.edu/oyp/advprof.html,,,,,,
Yale School of Public Health,Masters,yes,33,MPH/MDIV ,Joint Divinity Program,,8,7,20,Yes,5,http://publichealth.yale.edu/,http://www.yale.edu/divinity/,,,,,,
Yale School of Public Health,Masters,yes,33,MPH/MDIV ,Joint Divinity Program,Global Health,25,7,20,Yes,5,http://publichealth.yale.edu/,http://www.yale.edu/divinity/,,,,,,
Yale School of Public Health,Masters,yes,34,MPH/MES,Joint Forestry and Environmental Studies Program,,10,8,44,Yes,5,http://publichealth.yale.edu/,http://environment.yale.edu/,,,,,,
