ProgramName	Tag1	Tag2	Tag3	SophasYesNo	DescriptionLink	Description	SchoolName	TermID	DegreeType	DegreeID	ValidatedDegreeName	DepartmentLink	DualCombined	Concentration	AppInformation	AppRequirement		
Epidemiology	11	23	4	No			University of Iowa College of Public Health	Summer 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/epi/prosp_students/phd_prog_desc.html			http://www.sophas.org/schools/IowaCollege.cfm			
Community and Behavioral Health	7	18	6	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html			http://www.sophas.org/schools/IowaCollege.cfm			
Community and Behavioral Health	20	18	6	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html		Health Communication	http://www.sophas.org/schools/IowaCollege.cfm			
Community and Behavioral Health	20	18	6	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html		Health Communication	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Agricultural Safety and Health	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Industrial Hygiene	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/			http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Agricultural Safety and Health	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Industrial Hygiene	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/			http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Agricultural Safety and Health	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Industrial Hygiene	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/			http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Agricultural Safety and Health	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/		Industrial Hygiene	http://www.sophas.org/schools/IowaCollege.cfm			
Occupational and Enviornmental Health	34	0	44	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/			http://www.sophas.org/schools/IowaCollege.cfm			
Gerontology 	1	0	0	No			University of Kentucky College of Public Health	Fall 2009	Doctoral	68	Ph.D. 	Gerontologyinfo@email.uky.edu			http://www.sophas.org/schools/Kentucky.cfm	http://www.sophas.org/documents/Kentucky.pdf		
Health Promotion	18	20	0	No	http://louisville.edu/sphis/academics/academics.html		University of Louisville School of Public Health and Information Sciences	Fall 2009	Doctoral	68	PhD in Public Health Sciences	http://louisville.edu/sphis/academics/academics.html			http://www.sophas.org/schools/louisville.cfm	http://www.sophas.org/documents/Louisville.pdf		
Biostatistics-Decision Science	3	24	0	No	http://louisville.edu/sphis/academics/phd-in-biostatistics-decision-science.html		University of Louisville School of Public Health and Information Sciences	Fall 2009	Doctoral	68	PhD	http://louisville.edu/sphis/academics/phd-in-biostatistics-decision-science.html			http://www.sophas.org/schools/louisville.cfm	http://www.sophas.org/documents/Louisville.pdf		
Health Management	16	27	0	No	http://louisville.edu/sphis/academics/academics.html		University of Louisville School of Public Health and Information Sciences	Fall 2009	Doctoral	68	PhD in Public Health Sciences	http://louisville.edu/sphis/academics/academics.html			http://www.sophas.org/schools/louisville.cfm	http://www.sophas.org/documents/Louisville.pdf		
Environmental Health	10	34	0	No	http://louisville.edu/sphis/academics/phd-in-public-health-sciences-environmental-health.html		University of Louisville School of Public Health and Information Sciences	Fall 2009	Doctoral	68	PhD in Public Health Sciences	http://louisville.edu/sphis/academics/phd-in-public-health-sciences-environmental-health.html			http://www.sophas.org/schools/louisville.cfm	http://www.sophas.org/documents/Louisville.pdf		
Epidemiology	11	38	0	No	http://louisville.edu/sphis/academics/academics.html		University of Louisville School of Public Health and Information Sciences	Fall 2009	Doctoral	68	PhD in Public Health Sciences	http://louisville.edu/sphis/academics/academics.html			http://www.sophas.org/schools/louisville.cfm	http://www.sophas.org/documents/Louisville.pdf		
Biostatistics - Piscataway/New Brunswick campus	3	0	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Fall 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/qnme/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Biostatistics - Piscataway/New Brunswick campus	3	0	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/qnme/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Biostatistics - Piscataway/New Brunswick campus	3	0	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2010	Doctoral	68	PhD	http://sph.umdnj.edu/dept/qnme/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Epidemiology - Piscataway/New Brunswick campus	11	4	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Fall 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/epid/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Epidemiology - Piscataway/New Brunswick campus	11	4	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/epid/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Epidemiology - Piscataway/New Brunswick campus	11	4	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2010	Doctoral	68	PhD	http://sph.umdnj.edu/dept/epid/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Health Education and Behavorial Science - Piscataway/New Brunswick campus	18	20	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Fall 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/hebs/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Health Education and Behavorial Science - Piscataway/New Brunswick campus	18	20	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/hebs/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Health Education and Behavorial Science - Piscataway/New Brunswick campus	18	20	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2010	Doctoral	68	PhD	http://sph.umdnj.edu/dept/hebs/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Health Systems and Policy - Piscataway/New Brunswick campus	27	47	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Fall 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/hsap.pnb/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Health Systems and Policy - Piscataway/New Brunswick campus	27	47	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/hsap.pnb/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Health Systems and Policy - Piscataway/New Brunswick campus	27	47	0	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2010	Doctoral	68	PhD	http://sph.umdnj.edu/dept/hsap.pnb/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Environmental and Occupational Health - Piscataway/New Brunswick campus	10	34	36	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Fall 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/enoh/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Environmental and Occupational Health - Piscataway/New Brunswick campus	10	34	36	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2009	Doctoral	68	PhD	http://sph.umdnj.edu/dept/enoh/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Environmental and Occupational Health - Piscataway/New Brunswick campus	10	34	36	Yes	http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3		University of Medicine and Dentistry of New Jersey School of Public Health	Spring 2010	Doctoral	68	PhD	http://sph.umdnj.edu/dept/enoh/			http://www.sophas.org/schools/NewJersey.cfm	http://www.sophas.org/documents/UMDNJ.pdf		
Biostatistics	3	0	0	No			University of Michigan School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.sph.umich.edu/biostat/			http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Environmental Health Sciences	10	0	0	No			University of Michigan School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.sph.umich.edu/ehs/		Environmental Health	http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Epidemiology	11	0	0	No			University of Michigan School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.sph.umich.edu/epid/			http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Health Behavior & Health Education	18	0	0	No			University of Michigan School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.sph.umich.edu/hbhe/			http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Health Services Organization & Policy	27	0	0	No			University of Michigan School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.sph.umich.edu/hmp/index.html			http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Environmental Health Sciences	44	0	0	No			University of Michigan School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.sph.umich.edu/ehs/		Toxicology	http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Environmental Health	10	0	0	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Environmental Chemistry	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	0	0	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		General Environmental and Occupational Health	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	11	0	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Environmental and Occupational Epidemiology	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Biostatistics	3	15	0	Yes	http://www.sph.umn.edu/education/biostats/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	www.biostat.umn.edu			http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	27	0	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Environmental Health Policy	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	34	0	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Industrial Hygiene	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	34	0	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Occupational Health Nursing	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	44	0	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Environmental Toxicology	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	13	23	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Environmental and Infectious Disease	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Environmental Health	10	13	23	Yes	http://www.sph.umn.edu/education/ehs/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	http://enhs.umn.edu/		Food Safety	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Health Services Research Policy and Administration	17	21	27	Yes	http://www.sph.umn.edu/education/hsrpp/home.html		University of Minnesota School of Public Health	Fall 2009	Doctoral	68	PhD	www.hpm.umn.edu		Clinical Outcomes Research	http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
